country,designation,points,price,price_GBP
Chile,Millantu Cabernet Sauvignon-Cabernet Franc-Carmenère,91,30.0,36.0
Chile,Altura,91,76.0,91.2
Chile,Ossa Sixth Generation,91,120.0,144.0
Chile,Sol de Sol,88,35.0,42.0
Chile,Trisquel,88,19.0,22.8
Chile,Sabino,89,24.0,28.799999999999997
Chile,Coastal Cool Climate Wine Single Vineyard,89,17.0,20.4
Chile,Cool Coast,89,24.0,28.799999999999997
Chile,Cuvée Don Reca Limited Release,86,25.0,30.0
Chile,Alazan,89,36.0,43.199999999999996
Chile,Trisquel Series Altitud,89,21.0,25.2
Chile,Single Vineyard,90,25.0,30.0
Chile,,87,12.0,14.399999999999999
Chile,Reserva,87,10.0,12.0
Chile,Reserva,87,,
Chile,Single Vineyard Cahuil,88,22.0,26.4
Chile,Kalfu Kuda,88,19.0,22.8
Chile,La Gloria,88,12.0,14.399999999999999
Chile,Corralillo,88,16.0,19.2
Chile,Q,88,19.0,22.8
Chile,,93,75.0,90.0
Chile,Culpeo Made with Organic Grapes,87,10.0,12.0
Chile,Crucero,87,10.0,12.0
Chile,Reserva,85,10.0,12.0
Chile,Reserva,85,12.0,14.399999999999999
Chile,U Estate Grown,85,10.0,12.0
Chile,Sabino,85,26.0,31.2
Chile,,85,15.0,18.0
Chile,Special Release Reserva,85,15.0,18.0
Chile,Reserva,85,11.0,13.2
Chile,20 Barrels,90,35.0,42.0
Chile,Orzada,88,20.0,24.0
Chile,Single Vineyard Don Maximiano Estate,88,21.0,25.2
Chile,Gran Araucano,88,35.0,42.0
Chile,Single Vineyard,91,25.0,30.0
Chile,,85,10.0,12.0
Chile,,85,9.0,10.799999999999999
Chile,,85,11.0,13.2
Chile,,85,12.0,14.399999999999999
Chile,Armador,88,14.0,16.8
Chile,Gran Reserva Origen,88,16.0,19.2
Chile,,85,13.0,15.6
Chile,Reserva Espiritu de Los Andes Estate Bottled,85,12.0,14.399999999999999
Chile,Serie Riberas Gran Reserva,86,17.0,20.4
Chile,XX Celebration Series,86,16.0,19.2
Chile,La Cumbre,92,120.0,144.0
Chile,Alfa Centauri Cabernet Sauvignon-Cabernet Franc-Merlot,92,45.0,54.0
Chile,Lacruz,92,55.0,66.0
Chile,Armador,87,13.0,15.6
Chile,La Porfia Grand Reserve,87,17.0,20.4
Chile,Marea,89,25.0,30.0
Chile,Left Coast,81,7.0,8.4
Chile,Grand Cuvée Blanc de Blancs,81,25.0,30.0
Chile,El Principal Andetelmo,81,90.0,108.0
Chile,Reserva Especial,83,19.0,22.8
Chile,Reserva,83,12.0,14.399999999999999
Chile,Alpha,88,24.0,28.799999999999997
Chile,Hacienda Araucano Humo Blanco,88,22.0,26.4
Chile,Casillero del Diablo Reserva Privada,88,14.0,16.8
Chile,Pionero,82,7.0,8.4
Chile,Casillero del Diablo Reserva,85,11.0,13.2
Chile,,85,11.0,13.2
Chile,Reserva,85,10.0,12.0
Chile,Reserva Estate Bottled,85,10.0,12.0
Chile,Reserva,85,10.0,12.0
Chile,,85,8.0,9.6
Chile,Reserva,85,13.0,15.6
Chile,Duette Premium,86,20.0,24.0
Chile,Reserva Especial Sibaris,87,16.0,19.2
Chile,Maucho Reserva,87,15.0,18.0
Chile,,87,80.0,96.0
Chile,U Estate Grown,86,10.0,12.0
Chile,Reserva,85,11.0,13.2
Chile,EQ Coastal,89,20.0,24.0
Chile,Private Collection,89,30.0,36.0
Chile,Catalina,89,50.0,60.0
Chile,Anka,90,22.0,26.4
Chile,Family Reserva,85,19.0,22.8
Chile,Cefiro Reserva,84,12.0,14.399999999999999
Chile,Crucero Collection,84,13.0,15.6
Chile,Reserva,84,11.0,13.2
Chile,Reserve,84,15.0,18.0
Chile,Sumpai,84,22.0,26.4
Chile,Los Vascos,84,13.0,15.6
Chile,Punto Final,88,12.0,14.399999999999999
Chile,Casa,88,13.0,15.6
Chile,VSC,88,30.0,36.0
Chile,CJ's Barrel,89,38.0,45.6
Chile,TH Terroir Hunter Lo Abarca,89,21.0,25.2
Chile,Reserva,89,13.0,15.6
Chile,Cipreses Vineyard,89,25.0,30.0
Chile,Barrel Series Reserva,87,14.0,16.8
Chile,,87,11.0,13.2
Chile,Single Vineyard Kadún,87,22.0,26.4
Chile,Single Vineyard Garuma,87,18.0,21.599999999999998
Chile,Serie Riberas Gran Reserva Ribera del Maule,87,18.0,21.599999999999998
Chile,Espiritu de Chile Winemaker's Collection Assemblage,85,14.0,16.8
Chile,Viña Macatero Estate,85,11.0,13.2
Chile,Select Terroir Unoaked,84,9.0,10.799999999999999
Chile,Visión,86,14.0,16.8
Chile,Estate Grown,85,10.0,12.0
Chile,La Joya Gran Reserva,85,15.0,18.0
Chile,Cuvée Tradition,85,13.0,15.6
Chile,Gran Devoción,87,14.0,16.8
Chile,,87,17.0,20.4
Chile,Kuda Unoaked,88,19.0,22.8
Chile,Viu 1,92,75.0,90.0
Chile,Amplus One,90,24.0,28.799999999999997
Chile,Gran Reserva Etiqueta Negra,90,30.0,36.0
Chile,1810,88,44.0,52.8
Chile,,88,15.0,18.0
Chile,Reserva,87,12.0,14.399999999999999
Chile,Manso de Velasco,92,60.0,72.0
Chile,Los Lingues Gran Reserva,83,22.0,26.4
Chile,Novas Gran Reserva,82,16.0,19.2
Chile,Gold Reserve,82,14.0,16.8
Chile,Reserva,87,10.0,12.0
Chile,Casillero del Diablo Reserva,87,11.0,13.2
Chile,,88,15.0,18.0
Chile,Gran Reserva,88,18.0,21.599999999999998
Chile,Le Dix de Los Vascos Estate Grown,92,65.0,78.0
Chile,Natura,87,11.0,13.2
Chile,Reserva,86,13.0,15.6
Chile,Garuma Vineyard,86,18.0,21.599999999999998
Chile,Urban Maule,86,11.0,13.2
Chile,Reserva,86,12.0,14.399999999999999
Chile,Reserve Barrel Select,86,12.0,14.399999999999999
Chile,Reseve Barrel Select,86,12.0,14.399999999999999
Chile,Unique Selection,91,50.0,60.0
Chile,Ecos de Rulo Single Vineyard El Chequén Estate,91,20.0,24.0
Chile,Protegido,91,50.0,60.0
Chile,Cuvée Alexandre Apalta Vineyard,90,24.0,28.799999999999997
Chile,,90,19.0,22.8
Chile,Cuvée Alexandre Las Kuras Vineyard,88,25.0,30.0
Chile,,88,80.0,96.0
Chile,Gran Reserva,88,17.0,20.4
Chile,Pequeñas Producciones Estate Bottled,88,41.0,49.199999999999996
Chile,Estate Vintage,88,18.0,21.599999999999998
Chile,Quinel Vineyard,90,17.0,20.4
Chile,,91,49.0,58.8
Chile,Reserva,84,9.0,10.799999999999999
Chile,Reserva,84,11.0,13.2
Chile,,84,9.0,10.799999999999999
Chile,Reserva,84,11.0,13.2
Chile,Reserva,84,10.0,12.0
Chile,Tributo Single Vineyard,84,20.0,24.0
Chile,Purple Angel,91,48.0,57.599999999999994
Chile,,91,70.0,84.0
Chile,Bravura,91,45.0,54.0
Chile,Reserva,86,11.0,13.2
Chile,Alcance,86,15.0,18.0
Chile,,86,20.0,24.0
Chile,Reserva,86,14.0,16.8
Chile,Alcance,86,15.0,18.0
Chile,Reserva,86,9.0,10.799999999999999
Chile,,86,12.0,14.399999999999999
Chile,Reserva lo Mejor Illusión,86,14.0,16.8
Chile,Raíces Nobles,87,20.0,24.0
Chile,Late Harvest,87,18.0,21.599999999999998
Chile,Reserva Privada,88,19.0,22.8
Chile,Sibaris Reserva Especial,88,16.0,19.2
Chile,Nimbus Single Vineyard,89,15.0,18.0
Chile,Reserva Estate Grown,86,11.0,13.2
Chile,Casillero del Diablo Reserva,86,12.0,14.399999999999999
Chile,Toro de Piedra Grand Reserve Single Vineyard,86,12.0,14.399999999999999
Chile,Puerto Viejo Estate Bottled Single Vineyard Reserve,86,10.0,12.0
Chile,Secreto,86,14.0,16.8
Chile,Q,90,15.0,18.0
Chile,,83,12.0,14.399999999999999
Chile,Unfiltered,83,15.0,18.0
Chile,Bill Limited Edition,83,27.0,32.4
Chile,Brut Nature,83,45.0,54.0
Chile,Albamar,83,12.0,14.399999999999999
Chile,Gran Reserva,83,20.0,24.0
Chile,Special Reserve,85,10.0,12.0
Chile,Cayao,85,50.0,60.0
Chile,,85,18.0,21.599999999999998
Chile,Gran Reserva Estate Bottled,89,16.0,19.2
Chile,Grand Reserve Limited Edition,88,18.0,21.599999999999998
Chile,,88,12.0,14.399999999999999
Chile,Reserva,88,12.0,14.399999999999999
Chile,1865 Single Vineyard,88,18.0,21.599999999999998
Chile,Private Reserve,88,11.0,13.2
Chile,Winemaker's Collection,88,12.0,14.399999999999999
Chile,Reserve,84,16.0,19.2
Chile,Unfiltered,83,25.0,30.0
Chile,Expedicion,83,12.0,14.399999999999999
Chile,1810,90,44.0,52.8
Chile,Reserva,87,10.0,12.0
Chile,Reserva,87,10.0,12.0
Chile,Alcaparral,88,20.0,24.0
Chile,Gran Reserva,88,15.0,18.0
Chile,Herú,88,45.0,54.0
Chile,El Principal Andetelmo,93,54.0,64.8
Chile,Family Selection,89,29.0,34.8
Chile,Reserva Estate Bottled,85,15.0,18.0
Chile,EQ,85,26.0,31.2
Chile,Wave Series Right Wave,85,12.0,14.399999999999999
Chile,Reserva Syrah,85,13.0,15.6
Chile,Reserva Estate Bottled,85,12.0,14.399999999999999
Chile,Vitral Reserva,85,13.0,15.6
Chile,Coastal Cool Climate Wine Single Vineyard,85,21.0,25.2
Chile,Reserva,85,13.0,15.6
Chile,Reserva,85,13.0,15.6
Chile,,85,13.0,15.6
Chile,,85,10.0,12.0
Chile,Urban Maule,88,14.0,16.8
Chile,Reserva,88,15.0,18.0
Chile,Reserva,87,12.0,14.399999999999999
Chile,Single Vineyard Falaris Hill Vineyard Reserva Especial,87,20.0,24.0
Chile,Corralillo,87,20.0,24.0
Chile,Gran Reserva,87,15.0,18.0
Chile,Reserva,88,13.0,15.6
Chile,Royale,88,26.0,31.2
Chile,Quebrada Seca,88,55.0,66.0
Chile,Duette,86,20.0,24.0
Chile,Cuvée Alexandre Apalta Vineyard,86,23.0,27.599999999999998
Chile,,86,20.0,24.0
Chile,Xplorador,84,8.0,9.6
Chile,Reserve,85,10.0,12.0
Chile,Reserva,85,13.0,15.6
Chile,Reserva Estate Bottled,85,8.0,9.6
Chile,Reserva,85,13.0,15.6
Chile,Single Vineyard Constanza,84,46.0,55.199999999999996
Chile,Single Vineyard Kadún,84,,
Chile,Toro de Piedra Grand Reserve Late Harvest,88,12.0,14.399999999999999
Chile,Gran Corte,87,40.0,48.0
Chile,La Palma,85,8.0,9.6
Chile,Gran Reserva de los Andes,85,12.0,14.399999999999999
Chile,,85,9.0,10.799999999999999
Chile,Castillo de Molina,85,12.0,14.399999999999999
Chile,Tributo Single Vineyard,85,20.0,24.0
Chile,Grande,85,7.0,8.4
Chile,Albaclara Gran Reserva,86,10.0,12.0
Chile,Castillo de Molina,85,,
Chile,Gran Reserva de Los Andes Estate Bottled,85,,
Chile,Lot 4,88,40.0,48.0
Chile,Vigno,88,35.0,42.0
Chile,,92,150.0,180.0
Chile,Desafio,87,15.0,18.0
Chile,Max Reserva,87,20.0,24.0
Chile,Urban Maule,87,11.0,13.2
Chile,Max Reserva,89,20.0,24.0
Chile,Reserva,81,15.0,18.0
Chile,Tama Vineyard Selection,81,15.0,18.0
Chile,Queulat Single Vineyard Gran Reserva,80,18.0,21.599999999999998
Chile,Reserva,86,12.0,14.399999999999999
Chile,BrisAndes,86,11.0,13.2
Chile,Quatro,90,16.0,19.2
Chile,Max Reserva,88,20.0,24.0
Chile,Alpha,88,25.0,30.0
Chile,Reserva Especial,86,13.0,15.6
Chile,Reserva Estate Bottled,86,10.0,12.0
Chile,Reserve,86,10.0,12.0
Chile,Araucano Reserva Made With Organic Grapes,86,13.0,15.6
Chile,Gravas del Maipo,91,125.0,150.0
Chile,Rosé,84,7.0,8.4
Chile,Culpeo,84,10.0,12.0
Chile,Vendimia Tardía,84,25.0,30.0
Chile,Reserve,84,17.0,20.4
Chile,Lien,88,19.0,22.8
Chile,Reserva,86,11.0,13.2
Chile,Serie Riberas Gran Reserva Ribera del Rapel,86,18.0,21.599999999999998
Chile,Serie Riberas Gran Reserva Ribera del Rapel,86,18.0,21.599999999999998
Chile,Alpha,89,23.0,27.599999999999998
Chile,Sibaris Gran Reserva,89,18.0,21.599999999999998
Chile,Special Reserve,89,16.0,19.2
Chile,Serie Riberas Gran Reserva,89,17.0,20.4
Chile,,90,22.0,26.4
Chile,Pionero,84,7.0,8.4
Chile,Terrarum,84,10.0,12.0
Chile,Cauquenina Viñas Viejas de Cauquenes,90,30.0,36.0
Chile,Reserva,86,13.0,15.6
Chile,Reserva,86,10.0,12.0
Chile,Reserva,86,10.0,12.0
Chile,Apalta Vineyard,93,60.0,72.0
Chile,Reserva,88,20.0,24.0
Chile,Marques de Casa Concha,88,22.0,26.4
Chile,,88,12.0,14.399999999999999
Chile,,87,19.0,22.8
Chile,EQ,87,43.0,51.6
Chile,La Capitana Barrel Reserve,87,17.0,20.4
Chile,Los Vascos Grande Reserve,87,20.0,24.0
Chile,Orzada Made With Organic Grapes,89,21.0,25.2
Chile,,89,25.0,30.0
Chile,T.H. Terroir Hunter Alto Maipo,90,25.0,30.0
Chile,Reserva,85,12.0,14.399999999999999
Chile,Reserva,85,9.0,10.799999999999999
Chile,Reserva Especial,85,19.0,22.8
Chile,,85,9.0,10.799999999999999
Chile,San Carlos Single Vineyard,91,25.0,30.0
Chile,DON,90,75.0,90.0
Chile,Reserva,87,11.0,13.2
Chile,Q Grand Reserve,86,17.0,20.4
Chile,,86,11.0,13.2
Chile,Edicion Limitada M,86,30.0,36.0
Chile,Puerto Viejo Estate Bottled Single Vineyard Reserve,86,10.0,12.0
Chile,Gran Reserva,86,18.0,21.599999999999998
Chile,Wild Ferment,84,21.0,25.2
Chile,Reserva,84,16.0,19.2
Chile,Organically Grown Grapes,84,13.0,15.6
Chile,,84,10.0,12.0
Chile,Reserva,84,13.0,15.6
Chile,Reserva,84,15.0,18.0
Chile,Reserva,84,10.0,12.0
Chile,Reserve,84,14.0,16.8
Chile,Terrunyo Entre Cordilleras Peumo Vineyard Block 27,89,40.0,48.0
Chile,,89,15.0,18.0
Chile,1865 Single Vineyard,89,19.0,22.8
Chile,Momentos Reserva,87,11.0,13.2
Chile,Reserva Leyda Estate,87,12.0,14.399999999999999
Chile,Hacienda Araucano Reserva,85,13.0,15.6
Chile,Reserva,85,10.0,12.0
Chile,Reserva,87,16.0,19.2
Chile,Casa Grand Selection,87,14.0,16.8
Chile,Reserva,85,10.0,12.0
Chile,120,85,9.0,10.799999999999999
Chile,Reserva Especial,85,23.0,27.599999999999998
Chile,Casa la Joya Gran Reserve,85,15.0,18.0
Chile,Casa La Joya Gran Reserve,85,15.0,18.0
Chile,Casa La Joya Reserve,85,11.0,13.2
Chile,Reserva,87,5.0,6.0
Chile,Block Selection Reserve,87,11.0,13.2
Chile,Classic Series,87,12.0,14.399999999999999
Chile,Estate Bottled Reserva,87,15.0,18.0
Chile,The Lost Barrel,87,25.0,30.0
Chile,Bio-Sur,87,14.0,16.8
Chile,,87,19.0,22.8
Chile,Edicion Limitada,88,18.0,21.599999999999998
Chile,Single Vineyard,90,21.0,25.2
Chile,Sol de Sol,85,35.0,42.0
Chile,Ona Special Reserve,85,19.0,22.8
Chile,Block g+i,93,40.0,48.0
Chile,Gran Reserva,90,,
Chile,Hacienda Araucano Alka,90,60.0,72.0
Chile,Secreto,87,14.0,16.8
Chile,Reserve,85,15.0,18.0
Chile,,85,13.0,15.6
Chile,Gran Reserva,85,14.0,16.8
Chile,Secreto,88,13.0,15.6
Chile,Tieras Moradas,90,50.0,60.0
Chile,,87,23.0,27.599999999999998
Chile,Monster Block,87,30.0,36.0
Chile,Elegido Gran Reserva,87,18.0,21.599999999999998
Chile,Folly,93,95.0,114.0
Chile,,93,78.0,93.6
Chile,Amelia Limited Release,88,50.0,60.0
Chile,Finis Terrae,88,26.0,31.2
Chile,Tradition Réserve,85,11.0,13.2
Chile,Gran Reserva,85,15.0,18.0
Chile,Vertice Apalta Vineyards,87,40.0,48.0
Chile,Doña Bernarda,87,24.0,28.799999999999997
Chile,La Joya Gran Reserva,86,15.0,18.0
Chile,Nimbus Estate Single Vineyard,87,12.0,14.399999999999999
Chile,Sustainable Agriculture,87,13.0,15.6
Chile,Alka,94,50.0,60.0
Chile,Signature 1,90,80.0,96.0
Chile,Private,89,33.0,39.6
Chile,Marques de Casa Concha,91,25.0,30.0
Chile,Reserva Premium Blend,85,17.0,20.4
Chile,Duette,85,18.0,21.599999999999998
Chile,Made with Organic Grapes,84,15.0,18.0
Chile,Clava Coastal Reserve,84,13.0,15.6
Chile,Corralillo Winemaker's Blend,91,30.0,36.0
Chile,Terrunyo Costa Los Boldos Vineyard Block 5,91,30.0,36.0
Chile,Coyam,91,34.0,40.8
Chile,Gran Reserva,88,13.0,15.6
Chile,Single Vineyard La Capilla Estate,88,22.0,26.4
Chile,Floresta,88,23.0,27.599999999999998
Chile,Selection,84,9.0,10.799999999999999
Chile,Estate Bottled Gran Reserva,84,16.0,19.2
Chile,Duette Premium,84,18.0,21.599999999999998
Chile,Reserva Espiritu de Los Andes Estate Bottled,84,12.0,14.399999999999999
Chile,,84,11.0,13.2
Chile,Tributo Single Vineyard,84,21.0,25.2
Chile,Quinel Single Vineyard Estate Bottled,84,18.0,21.599999999999998
Chile,,84,12.0,14.399999999999999
Chile,Microterroir de Los Lingues,87,48.0,57.599999999999994
Chile,Reserva,87,12.0,14.399999999999999
Chile,Gran Reserva Maipo Alto,87,15.0,18.0
Chile,Santa Digna Estelado Rosé,87,,
Chile,Signature,87,40.0,48.0
Chile,1865 Limited Edition,90,25.0,30.0
Chile,Viu 1,90,75.0,90.0
Chile,Red One,90,22.0,26.4
Chile,Reserva,86,12.0,14.399999999999999
Chile,Reserva,86,12.0,14.399999999999999
Chile,Reserve,86,10.0,12.0
Chile,Aconcagua Costa Single Vineyard,88,20.0,24.0
Chile,Alpha,88,24.0,28.799999999999997
Chile,,88,40.0,48.0
Chile,BrisAndes,88,11.0,13.2
Chile,Late Harvest,88,13.0,15.6
Chile,Reserva,88,14.0,16.8
Chile,,92,50.0,60.0
Chile,Grand Cru,89,48.0,57.599999999999994
Chile,Clos Apalta,93,80.0,96.0
Chile,Alpha,91,28.0,33.6
Chile,Albamar,82,11.0,13.2
Chile,Selection,82,8.0,9.6
Chile,Reserva,82,12.0,14.399999999999999
Chile,Reserva,82,12.0,14.399999999999999
Chile,Puerto Viejo Reserve,82,10.0,12.0
Chile,Gran Reserva,87,17.0,20.4
Chile,Casa,87,13.0,15.6
Chile,Reserva,87,12.0,14.399999999999999
Chile,Anke Blend 2 Carménère-Petit Verdot-Shiraz,87,12.0,14.399999999999999
Chile,Reserva,87,13.0,15.6
Chile,La Capitana Barrel Reserve,87,17.0,20.4
Chile,Aliwen Reserva,87,13.0,15.6
Chile,Casillero del Diablo Reserva Privada,87,14.0,16.8
Chile,,85,10.0,12.0
Chile,Reserva de Familia,84,15.0,18.0
Chile,,84,7.0,8.4
Chile,Rosado Soul,84,12.0,14.399999999999999
Chile,Single Vineyard,83,13.0,15.6
Chile,Reserva,83,9.0,10.799999999999999
Chile,Reserva,83,12.0,14.399999999999999
Chile,Estate Series,83,8.0,9.6
Chile,,83,15.0,18.0
Chile,Estate Reserve,82,10.0,12.0
Chile,Los Riscos,82,7.0,8.4
Chile,Reserva Oak Barrel Aged,82,12.0,14.399999999999999
Chile,Reserva,82,11.0,13.2
Chile,,82,8.0,9.6
Chile,T.H. Terroir Hunter Alto Maipo,90,30.0,36.0
Chile,Antu,90,23.0,27.599999999999998
Chile,Quatro,90,15.0,18.0
Chile,Old Vine Hand Harvested,82,12.0,14.399999999999999
Chile,Expedicion,80,12.0,14.399999999999999
Chile,Winemaker's Selection Single Vineyard Quebrada Seca,88,23.0,27.599999999999998
Chile,Secreto,87,14.0,16.8
Chile,Momentos Reserve,86,12.0,14.399999999999999
Chile,Momentos Reserve,86,12.0,14.399999999999999
Chile,Reserva,86,13.0,15.6
Chile,Canto Sur,86,15.0,18.0
Chile,Classic Series,86,13.0,15.6
Chile,120,86,8.0,9.6
Chile,Reserva,86,13.0,15.6
Chile,Expedicion,86,12.0,14.399999999999999
Chile,Speical Edition Reserva,86,11.0,13.2
Chile,Lota,92,80.0,96.0
Chile,First Edition,91,24.0,28.799999999999997
Chile,Family Selection,88,14.0,16.8
Chile,Armador,88,13.0,15.6
Chile,Orzada,88,20.0,24.0
Chile,Grand Reserve,88,18.0,21.599999999999998
Chile,Amelia,88,33.0,39.6
Chile,Viognier Chardonnay,87,8.0,9.6
Chile,,87,15.0,18.0
Chile,Visión,86,14.0,16.8
Chile,Reserve,86,9.0,10.799999999999999
Chile,Reserva,88,13.0,15.6
Chile,Casillero del Diablo Reserve,88,12.0,14.399999999999999
Chile,Aliwen Reserva,86,12.0,14.399999999999999
Chile,Reserva,86,12.0,14.399999999999999
Chile,Cariblanco,90,18.0,21.599999999999998
Chile,Reserva Espiritu de Los Andes Estate Bottled,85,12.0,14.399999999999999
Chile,Reserva,85,12.0,14.399999999999999
Chile,Select Terroir,85,10.0,12.0
Chile,Estate Series,85,8.0,9.6
Chile,Secret Reserve,85,12.0,14.399999999999999
Chile,Terrunyo El Triángulo Vineyard Block: 28,90,29.0,34.8
Chile,Alazan,90,28.0,33.6
Chile,Folly,90,82.0,98.39999999999999
Chile,Reserva Unoaked,82,11.0,13.2
Chile,Reserva,82,13.0,15.6
Chile,,82,9.0,10.799999999999999
Chile,Marchile,85,8.0,9.6
Chile,Expedicion,85,12.0,14.399999999999999
Chile,Gran Reserva,85,13.0,15.6
Chile,Hacienda Araucano Reserva,85,12.0,14.399999999999999
Chile,Reserva,86,15.0,18.0
Chile,Corralillo,86,28.0,33.6
Chile,Cool Coast,84,24.0,28.799999999999997
Chile,,84,12.0,14.399999999999999
Chile,Reserva,84,12.0,14.399999999999999
Chile,Gran Reserva,87,25.0,30.0
Chile,Casillero del Diablo Reserve,83,12.0,14.399999999999999
Chile,,83,10.0,12.0
Chile,,83,9.0,10.799999999999999
Chile,Classic Series,83,12.0,14.399999999999999
Chile,Albamar,83,13.0,15.6
Chile,,83,9.0,10.799999999999999
Chile,La Palma,86,9.0,10.799999999999999
Chile,Reserva Privada,86,15.0,18.0
Chile,Edición Limitada,84,14.0,16.8
Chile,Petirrojo Reserva Estate Grown,84,8.0,9.6
Chile,Reserva Sepia,84,12.0,14.399999999999999
Chile,Gran Reserva,84,18.0,21.599999999999998
Chile,Reserve Barrel Select,87,12.0,14.399999999999999
Chile,Single Vineyard,90,18.0,21.599999999999998
Chile,Triple C,90,40.0,48.0
Chile,Vertice Apalta Vineyard,90,,
Chile,Intriga Maxima,90,90.0,108.0
Chile,Pehuén,90,70.0,84.0
Chile,Carmín de Peumo,91,200.0,240.0
Chile,La Cumbre,91,125.0,150.0
Chile,Axel Primero,90,40.0,48.0
Chile,Natura Made with Organically Grown Grapes,85,,
Chile,,88,12.0,14.399999999999999
Chile,Marques de Casa Concha,88,22.0,26.4
Chile,,88,19.0,22.8
Chile,Edición Limitada,87,22.0,26.4
Chile,,89,15.0,18.0
Chile,Alpha,89,25.0,30.0
Chile,Sibaris Reserva Especial,89,17.0,20.4
Chile,Boya,88,18.0,21.599999999999998
Chile,First Edition,88,24.0,28.799999999999997
Chile,,88,,
Chile,Reserva Especial,88,133.0,159.6
Chile,Edicián Limitada,89,25.0,30.0
Chile,Cuvée Don Reca Limited Release,89,23.0,27.599999999999998
Chile,Notas de Guarda,89,39.0,46.8
Chile,,85,13.0,15.6
Chile,Garuma Vineyard,85,20.0,24.0
Chile,Doña Bernarda,85,29.0,34.8
Chile,120,85,8.0,9.6
Chile,Family Selection,91,45.0,54.0
Chile,Aliwen Reserva,87,13.0,15.6
Chile,Queulat Gran Reserva Single Vineyard,87,15.0,18.0
Chile,Private Reserve,86,13.0,15.6
Chile,Barrel Selection Reserve,86,13.0,15.6
Chile,Reserva,87,10.0,12.0
Chile,Gran Reserva,88,17.0,20.4
Chile,Reserva Especial,91,22.0,26.4
Chile,,87,20.0,24.0
Chile,Crucero Reserva,87,13.0,15.6
Chile,Reserve,87,15.0,18.0
Chile,Nimbus Single Vineyard,87,15.0,18.0
Chile,Reserva,87,12.0,14.399999999999999
Chile,Reserva,83,13.0,15.6
Chile,,83,9.0,10.799999999999999
Chile,Catalina,90,75.0,90.0
Chile,Gran Corte,90,35.0,42.0
Chile,Nimbus Single Vineyard,88,20.0,24.0
Chile,Estate Bottled Gran Reserva,87,19.0,22.8
Chile,Quinel Vineyard,87,18.0,21.599999999999998
Chile,Petirrojo Reserva Estate Grown,87,9.0,10.799999999999999
Chile,Puerto Viejo Reserve,85,10.0,12.0
Chile,Cuvée Tradition,85,13.0,15.6
Chile,La Joya Gran Reserva,85,15.0,18.0
Chile,Columbine Special Reserve,85,17.0,20.4
Chile,,87,11.0,13.2
Chile,Edicion Limitada,87,18.0,21.599999999999998
Chile,Las Almas,87,49.0,58.8
Chile,Xplorador,87,8.0,9.6
Chile,1865 Single Vineyard,90,20.0,24.0
Chile,,84,8.0,9.6
Chile,Condesa Real,90,26.0,31.2
Chile,Amplus One,90,19.0,22.8
Chile,Purple Angel,92,72.0,86.39999999999999
Chile,Parinacota Limited Edition,88,30.0,36.0
Chile,,84,10.0,12.0
Chile,Sustainable Agriculture,84,13.0,15.6
Chile,Reserva,84,12.0,14.399999999999999
Chile,Gravas Rojas,90,,
Chile,,90,25.0,30.0
Chile,Lot 21,90,40.0,48.0
Chile,Medalla Real Gran Reserva,90,20.0,24.0
Chile,Pehuén,91,70.0,84.0
Chile,Rosé,85,9.0,10.799999999999999
Chile,120,85,9.0,10.799999999999999
Chile,Collection San Jose Apalta,90,30.0,36.0
Chile,,89,19.0,22.8
Chile,Sensaciones Single Vineyard,89,15.0,18.0
Chile,Tributo Single Vineyard Block #Algarrobo,88,16.0,19.2
Chile,Classic,88,,
Chile,Alwa Limited Edition,88,35.0,42.0
Chile,Marques de Casa Concha,89,22.0,26.4
Chile,Fina Reserva Ensamblaje Cabernet Sauvignon-Malbec-Syrah,89,19.0,22.8
Chile,Memorias,89,35.0,42.0
Chile,Crucero,86,10.0,12.0
Chile,Selección,86,12.0,14.399999999999999
Chile,La Palma Reserva,86,13.0,15.6
Chile,Kankana del Elqui,91,44.0,52.8
Chile,1865 Single Vineyard,86,11.0,13.2
Chile,Serie Riberas Gran Reserva,86,17.0,20.4
Chile,Bicicleta,86,12.0,14.399999999999999
Chile,Boya,86,15.0,18.0
Chile,Reserva,87,12.0,14.399999999999999
Chile,Sibaris Reserva Especial,87,17.0,20.4
Chile,Reserva,87,10.0,12.0
Chile,El Principal Andetelmo,90,70.0,84.0
Chile,Family Collection,90,29.0,34.8
Chile,T.H. Terroir Hunter,90,24.0,28.799999999999997
Chile,Ventolera,87,32.0,38.4
Chile,Reserva Privada,87,14.0,16.8
Chile,Reserva,87,12.0,14.399999999999999
Chile,U Estate Grown,87,11.0,13.2
Chile,Pinot del Cerro,87,100.0,120.0
Chile,Toro de Piedra Grand Reserve,87,14.0,16.8
Chile,Reserva de Familia,87,20.0,24.0
Chile,Medalla Real,87,18.0,21.599999999999998
Chile,Reserva,85,13.0,15.6
Chile,,85,12.0,14.399999999999999
Chile,Reserva Espiritu de Los Andes Estate Bottled,85,12.0,14.399999999999999
Chile,Reserva,85,12.0,14.399999999999999
Chile,Cuvée Alexandre Atalayas Vineyard,85,24.0,28.799999999999997
Chile,Reserva Sepia,87,12.0,14.399999999999999
Chile,Reserva Estate Bottled,87,10.0,12.0
Chile,Zardoz,87,25.0,30.0
Chile,Reserva,87,14.0,16.8
Chile,Summit 2900,87,13.0,15.6
Chile,Reserva,88,16.0,19.2
